key,notes,en,zh-Hans,zh-Hant,ja,ko,fr,de,es
"recipe.recipe_clay_1.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Clay_1.asset. Non-English values are placeholders until reviewed.","Pump Ceramic Slurry","抽取陶瓷浆料","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry"
"recipe.recipe_clay_2.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Clay_2.asset. Non-English values are placeholders until reviewed.","Pump Ceramic Slurry","抽取陶瓷浆料","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry","Pump Ceramic Slurry"
"recipe.recipe_clayquarry.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_ClayQuarry.asset. Non-English values are placeholders until reviewed.","Build Slurry Pump","建造浆料泵","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump","Build Slurry Pump"
"recipe.recipe_coconut.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Coconut.asset. Non-English values are placeholders until reviewed.","Filter Coolant Pod","过滤冷却剂舱","Filter Coolant Pod","Filter Coolant Pod","Filter Coolant Pod","Filter Coolant Pod","Filter Coolant Pod","Filter Coolant Pod"
"recipe.recipe_coin.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Coin.asset. Non-English values are placeholders until reviewed.","Mint Credits","铸造信用点","Mint Credits","Mint Credits","Mint Credits","Mint Credits","Mint Credits","Mint Credits"
"recipe.recipe_creaturecage.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_CreatureCage.asset. Non-English values are placeholders until reviewed.","Build Drone Cage","建造无人机笼","Build Drone Cage","Build Drone Cage","Build Drone Cage","Build Drone Cage","Build Drone Cage","Build Drone Cage"
"recipe.recipe_creaturepen.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_CreaturePen.asset. Non-English values are placeholders until reviewed.","Build Containment Pen","建造收容栏","Build Containment Pen","Build Containment Pen","Build Containment Pen","Build Containment Pen","Build Containment Pen","Build Containment Pen"
"recipe.recipe_demonlord.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_DemonLord.asset. Non-English values are placeholders until reviewed.","Wake Kernel Sovereign","唤醒内核主宰","Wake Kernel Sovereign","Wake Kernel Sovereign","Wake Kernel Sovereign","Wake Kernel Sovereign","Wake Kernel Sovereign","Wake Kernel Sovereign"
"recipe.recipe_farm.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Farm.asset. Non-English values are placeholders until reviewed.","Build Hydroponic Farm","建造水培农场","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm","Build Hydroponic Farm"
"recipe.recipe_fiber.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Fiber.asset. Non-English values are placeholders until reviewed.","Strip Cable Fiber","剥取线缆纤维","Strip Cable Fiber","Strip Cable Fiber","Strip Cable Fiber","Strip Cable Fiber","Strip Cable Fiber","Strip Cable Fiber"
"recipe.recipe_flint.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Flint.asset. Non-English values are placeholders until reviewed.","Recover Power Cell","回收电池芯","Recover Power Cell","Recover Power Cell","Recover Power Cell","Recover Power Cell","Recover Power Cell","Recover Power Cell"
"recipe.recipe_fruitsalad.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_FruitSalad.asset. Non-English values are placeholders until reviewed.","Mix Rations","调配混合口粮","Mix Rations","Mix Rations","Mix Rations","Mix Rations","Mix Rations","Mix Rations"
"recipe.recipe_furnace.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Furnace.asset. Non-English values are placeholders until reviewed.","Build Smelter Core","建造熔炼核心","Build Smelter Core","Build Smelter Core","Build Smelter Core","Build Smelter Core","Build Smelter Core","Build Smelter Core"
"recipe.recipe_grandportal.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_GrandPortal.asset. Non-English values are placeholders until reviewed.","Build Transit Gate","建造运输门","Build Transit Gate","Build Transit Gate","Build Transit Gate","Build Transit Gate","Build Transit Gate","Build Transit Gate"
"recipe.recipe_grave.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Grave.asset. Non-English values are placeholders until reviewed.","Build Memory Casket","建造记忆棺","Build Memory Casket","Build Memory Casket","Build Memory Casket","Build Memory Casket","Build Memory Casket","Build Memory Casket"
"recipe.recipe_graveyard.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Graveyard.asset. Non-English values are placeholders until reviewed.","Route to Memory Pit","开辟通往记忆坑的路线","Route to Memory Pit","Route to Memory Pit","Route to Memory Pit","Route to Memory Pit","Route to Memory Pit","Route to Memory Pit"
"recipe.recipe_hearth.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Hearth.asset. Non-English values are placeholders until reviewed.","Build Generator","建造发电机","Build Generator","Build Generator","Build Generator","Build Generator","Build Generator","Build Generator"
"recipe.recipe_house.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_House.asset. Non-English values are placeholders until reviewed.","Build Hab Pod","建造居住舱","Build Hab Pod","Build Hab Pod","Build Hab Pod","Build Hab Pod","Build Hab Pod","Build Hab Pod"
"recipe.recipe_ironingot.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_IronIngot.asset. Non-English values are placeholders until reviewed.","Smelt Alloy Ingot","熔炼合金锭","Smelt Alloy Ingot","Smelt Alloy Ingot","Smelt Alloy Ingot","Smelt Alloy Ingot","Smelt Alloy Ingot","Smelt Alloy Ingot"
"recipe.recipe_ironmine.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_IronMine.asset. Non-English values are placeholders until reviewed.","Build Alloy Drill","建造合金钻机","Build Alloy Drill","Build Alloy Drill","Build Alloy Drill","Build Alloy Drill","Build Alloy Drill","Build Alloy Drill"
"recipe.recipe_ironore_1.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_IronOre_1.asset. Non-English values are placeholders until reviewed.","Extract Raw Alloy","提取粗合金","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy"
"recipe.recipe_ironore_2.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_IronOre_2.asset. Non-English values are placeholders until reviewed.","Extract Raw Alloy","提取粗合金","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy","Extract Raw Alloy"
"recipe.recipe_kiln.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Kiln.asset. Non-English values are placeholders until reviewed.","Build Ceramic Kiln","建造陶瓷窑","Build Ceramic Kiln","Build Ceramic Kiln","Build Ceramic Kiln","Build Ceramic Kiln","Build Ceramic Kiln","Build Ceramic Kiln"
"recipe.recipe_library.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Library.asset. Non-English values are placeholders until reviewed.","Build Kernel Archive","建造内核档案库","Build Kernel Archive","Build Kernel Archive","Build Kernel Archive","Build Kernel Archive","Build Kernel Archive","Build Kernel Archive"
"recipe.recipe_loggingcamp.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_LoggingCamp.asset. Non-English values are placeholders until reviewed.","Build Recycler Yard","建造回收场","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard","Build Recycler Yard"
"recipe.recipe_milkshake.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Milkshake.asset. Non-English values are placeholders until reviewed.","Mix Med Gel","调配医疗凝胶","Mix Med Gel","Mix Med Gel","Mix Med Gel","Mix Med Gel","Mix Med Gel","Mix Med Gel"
"recipe.recipe_omelette_1.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Omelette_1.asset. Non-English values are placeholders until reviewed.","Cook Protein Fold","烹制蛋白卷","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold"
"recipe.recipe_omelette_2.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Omelette_2.asset. Non-English values are placeholders until reviewed.","Cook Protein Fold","烹制蛋白卷","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold","Cook Protein Fold"
"recipe.recipe_plank_1.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Plank_1.asset. Non-English values are placeholders until reviewed.","Press Alloy Plate","压制合金板","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate"
"recipe.recipe_plank_2.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_Plank_2.asset. Non-English values are placeholders until reviewed.","Press Alloy Plate","压制合金板","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate","Press Alloy Plate"
"recipe.recipe_planterbox.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_PlanterBox.asset. Non-English values are placeholders until reviewed.","Build Nutrient Tray","建造营养托盘","Build Nutrient Tray","Build Nutrient Tray","Build Nutrient Tray","Build Nutrient Tray","Build Nutrient Tray","Build Nutrient Tray"
"recipe.recipe_roastedacorn_1.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_RoastedAcorn_1.asset. Non-English values are placeholders until reviewed.","Toast Volt Nut","烤伏特坚果","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut"
"recipe.recipe_roastedacorn_2.name","Source English from Assets/Fortstack/Resources/Recipes/Recipe_RoastedAcorn_2.asset. Non-English values are placeholders until reviewed.","Toast Volt Nut","烤伏特坚果","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut","Toast Volt Nut"
